A0A183 GO:0031424,
O60938 GO:0005975,GO:0061303,GO:0030203,GO:0018146,GO:0042340,GO:0042339,GO:0050896,GO:0044281,GO:0007601,GO:0005576,GO:0005796,GO:0043202,GO:0005578,
O60939 GO:0086002,GO:0060048,GO:0086012,GO:0007399,GO:0060371,GO:0086091,GO:2000649,GO:0046684,GO:0035725,GO:0007268,GO:0017080,GO:0086006,GO:0001518,
O60942 GO:0006370,GO:0010467,GO:0006396,GO:0006366,GO:0016032,GO:0005525,GO:0004484,GO:0004651,GO:0004725,GO:0008138,GO:0008192,GO:0050355,GO:0005654,GO:0005634,
O75015 GO:0006955,GO:0031225,GO:0005576,GO:0005886,
O75019 GO:0007166,GO:0006952,GO:0002376,GO:0050776,GO:0003823,GO:0004888,GO:0016021,GO:0005886,
O75022 GO:0007166,GO:0006952,GO:0002376,GO:0045671,GO:0004872,GO:0004888,GO:0005887,
O75023 GO:0007166,GO:0006952,GO:0002376,GO:0004888,GO:0016021,
O75027 GO:0006879,GO:0015886,GO:0044281,GO:0055085,GO:0006810,GO:0005524,GO:0042626,GO:0015232,GO:0016021,GO:0005743,GO:0005739,
O75031 GO:0006950,GO:0007283,GO:0006366,GO:0005829,
O75037 GO:0007018,GO:0005524,GO:0003777,GO:0005737,GO:0005871,GO:0005874,
O75044 GO:0051014,GO:0007411,GO:0060996,GO:0021816,GO:0046847,GO:0003363,GO:2001223,GO:0048812,GO:0032855,GO:0051056,GO:0007264,GO:0034446,GO:0042803,GO:0030675,GO:0048365,GO:0030054,GO:0005829,GO:0044327,GO:0030027,GO:0005634,GO:0045335,GO:0005886,GO:0014069,GO:0045211,
O75051 GO:0007411,GO:0051642,GO:0021935,GO:0060174,GO:0021915,GO:0060037,GO:0030334,GO:0071526,GO:0001756,GO:0017154,GO:0005887,GO:0005622,GO:0005886,GO:0002116,
O75052 GO:0042981,GO:0045428,GO:0050999,GO:0050998,GO:0030165,
O75054 GO:0032808,GO:0016021,
O75056 GO:0005975,GO:0030204,GO:0030198,GO:0006024,GO:0006027,GO:0030203,GO:0007603,GO:0001523,GO:0044281,GO:0005796,GO:0016021,GO:0043202,GO:0016020,GO:0005886,
O75061 GO:0061024,GO:0006892,GO:0004725,GO:0005829,
O75064 GO:0032313,GO:0032483,GO:0017112,GO:0005794,GO:0005634,
O75072 GO:0007517,GO:0008285,GO:0046329,GO:0007399,GO:0060049,GO:0016740,GO:0005801,GO:0005783,GO:0005615,GO:0005794,GO:0000139,GO:0016021,GO:0005634,
O75074 GO:0006898,GO:0005905,GO:0016021,
O75077 GO:0007155,GO:0007417,GO:0005178,GO:0004222,GO:0008237,GO:0008270,GO:0005576,GO:0005887,
O75078 GO:0007229,GO:0005178,GO:0004222,GO:0008237,GO:0008270,GO:0016021,GO:0005886,
O75083 GO:0007596,GO:0030168,GO:0002576,GO:0007605,GO:0030054,GO:0042995,GO:0005737,GO:0005829,GO:0005576,GO:0070062,GO:0002102,
O75084 GO:0007409,GO:0007420,GO:0060070,GO:0071300,GO:0007199,GO:0008406,GO:0060231,GO:0010812,GO:0042666,GO:0030182,GO:0038031,GO:0060054,GO:0046330,GO:0042327,GO:0045893,GO:0035412,GO:0006355,GO:0014834,GO:0048103,GO:0019827,GO:0034446,GO:0033077,GO:0001944,GO:0007223,GO:0005109,GO:0004930,GO:0030165,GO:0042813,GO:0017147,GO:0045177,GO:0005737,GO:0016021,GO:0032589,GO:0005886,
O75093 GO:0048846,GO:0007411,GO:0033563,GO:0040023,GO:0048853,GO:0008045,GO:0050919,GO:0048843,GO:0051964,GO:0031290,GO:0021510,GO:0022028,GO:0005509,GO:0048495,GO:0005615,
O75094 GO:0061364,GO:0048846,GO:0007411,GO:0032870,GO:0050919,GO:0030308,GO:0008285,GO:0070100,GO:0010629,GO:0009887,GO:0051414,GO:0035385,GO:0005509,GO:0048495,GO:0005615,GO:0005739,
O75096 GO:0048813,GO:0009953,GO:0042733,GO:0006897,GO:0030198,GO:0001942,GO:0001822,GO:0060173,GO:0050771,GO:0090090,GO:0030279,GO:0042475,GO:1901631,GO:0097104,GO:0097105,GO:0051290,GO:0009954,GO:0001932,GO:0071340,GO:0050808,GO:0051124,GO:0016055,GO:0005509,GO:0030971,GO:0097110,GO:0009986,GO:0030425,GO:0016021,GO:0031594,GO:0043025,GO:0014069,GO:0097060,
O75106 GO:0009308,GO:0006584,GO:0007601,GO:0052595,GO:0052594,GO:0005507,GO:0009055,GO:0052596,GO:0008131,GO:0048038,GO:0052593,GO:0005737,GO:0005886,
O75113 GO:0034644,GO:0032435,GO:0031397,GO:0005730,GO:0016605,
O75116 GO:0030036,GO:0007411,GO:0051298,GO:0000910,GO:0008625,GO:0035556,GO:0016525,GO:0001843,GO:0010825,GO:0006468,GO:0032956,GO:0030155,GO:2000145,GO:2000114,GO:0051893,GO:0045616,GO:0051492,GO:0006939,GO:0005524,GO:0046872,GO:0044822,GO:0004674,GO:0005198,GO:0005813,GO:0005829,GO:0005634,GO:0005886,GO:0031616,
O75122 GO:0007411,GO:0007163,GO:0036065,GO:0034453,GO:0007020,GO:0031023,GO:0007067,GO:0000278,GO:0007026,GO:0031110,GO:0032886,GO:0008107,GO:0051010,GO:0005938,GO:0000777,GO:0005737,GO:0005881,GO:0005829,GO:0005794,GO:0005828,GO:0005874,GO:0005815,GO:0005886,GO:0032587,GO:0005802,
O75123 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
O75127 GO:0042780,GO:0044822,GO:0000049,GO:0005759,GO:0005739,
O75131 GO:0006629,GO:0006468,GO:0016192,GO:0005544,GO:0044822,GO:0004674,GO:0005215,GO:0005737,GO:0005829,GO:0070062,
O75143 GO:0000045,GO:0019901,GO:0005829,GO:0000407,GO:0070969,
O75144 GO:0042113,GO:0006952,GO:0006972,GO:0042104,GO:0045404,GO:0007165,GO:0042110,GO:0031295,GO:0005102,GO:0009897,GO:0016021,GO:0005887,GO:0005886,
O75146 GO:0006898,GO:0035091,GO:0005543,GO:0030136,GO:0030665,GO:0005905,GO:0005737,GO:0005856,GO:0043231,GO:0048471,
O75147 GO:0055003,GO:0007010,GO:0007030,GO:0050775,GO:0034067,GO:0008093,GO:0005794,GO:0014704,GO:0031430,GO:0048471,GO:0030018,
O75150 GO:0033523,GO:0010390,GO:0006511,GO:0042803,GO:0031625,GO:0004842,GO:0008270,GO:0033503,GO:0043005,GO:0005634,GO:0000151,
O75151 GO:0001889,GO:0061188,GO:0006482,GO:0006351,GO:0051213,GO:0032454,GO:0005506,GO:0035064,GO:0008270,GO:0005737,GO:0005730,GO:0005634,
O75152 GO:0016973,GO:0046872,GO:0044822,
O75153 GO:0048312,GO:0005737,
O75155 GO:0045893,GO:0006351,GO:0005622,GO:0005634,
O75157 GO:0006970,GO:0003700,
O75159 GO:0016049,GO:0019221,GO:0007173,GO:0035556,GO:0007175,GO:0009968,GO:0045629,GO:0032436,GO:0045627,GO:0016567,GO:0040008,GO:0030971,
O75161 GO:0030036,GO:0016337,GO:0035329,GO:0060041,GO:0007165,GO:0007632,GO:0005198,GO:0005911,GO:0005813,GO:0005929,GO:0005829,GO:0016020,GO:0005923,
O75164 GO:0014898,GO:0016577,GO:0070544,GO:0045892,GO:0006351,GO:0016032,GO:0051864,GO:0035064,GO:0031625,GO:0008270,GO:0005737,GO:0005730,GO:0005634,
O75173 GO:0022617,GO:0030198,GO:0006508,GO:0001501,GO:0004222,GO:0008237,GO:0008233,GO:0002020,GO:0008270,GO:0005576,GO:0005615,GO:0005578,
O75175 GO:0010467,GO:0031047,GO:0016071,GO:0000288,GO:0000289,GO:2000036,GO:0006355,GO:0006417,GO:0016070,GO:0006351,GO:0001829,GO:0030014,GO:0000932,GO:0005829,GO:0005634,
O75182 GO:0048738,GO:0044255,GO:0045892,GO:0007519,GO:0044281,GO:0006351,GO:0003682,GO:0003714,GO:0030849,GO:0005737,GO:0005654,GO:0005634,GO:0000805,GO:0001741,GO:0000806,
O75185 GO:0034220,GO:0055085,GO:0005524,GO:0005388,GO:0046872,GO:0000139,GO:0016021,
O75191 GO:0005975,GO:0046835,GO:0042732,GO:0006091,GO:0005998,GO:0005997,GO:0005524,GO:0004856,
O75192 GO:0050873,GO:0044255,GO:0016559,GO:0016557,GO:0007031,GO:0044375,GO:0007165,GO:0044281,GO:0042803,GO:0005779,GO:0005778,GO:0005777,GO:0043234,
O75197 GO:0060612,GO:0060033,GO:0009952,GO:1902262,GO:0048539,GO:0060349,GO:0046849,GO:0060444,GO:0060070,GO:0042074,GO:0060764,GO:0042632,GO:0008203,GO:0048596,GO:0042733,GO:0030326,GO:0060059,GO:0006897,GO:0035426,GO:0001702,GO:0006007,GO:0045668,GO:0071901,GO:0002076,GO:0008284,GO:0045600,GO:0002053,GO:0045840,GO:0033690,GO:0051091,GO:0045944,GO:0045893,GO:0042981,GO:0008217,GO:0046850,GO:0060828,GO:0061178,GO:0043434,GO:0060042,GO:0061304,GO:0035019,GO:0016055,GO:0044332,GO:0015026,GO:0042813,GO:0017147,GO:0005783,GO:0016021,GO:0005739,GO:0005886,GO:0043235,
O75204 GO:0008285,GO:0032007,GO:0005737,GO:0016021,GO:0005886,
O75208 GO:0006120,GO:0006744,GO:0005739,
O75223 GO:0006750,GO:1901687,GO:0001836,GO:0044281,GO:0006805,GO:0003839,GO:0042803,GO:0005829,GO:0070062,
O75251 GO:0044237,GO:0006120,GO:0032981,GO:0022904,GO:0044281,GO:0051539,GO:0046872,GO:0008137,GO:0016655,GO:0048038,GO:0005743,GO:0005747,GO:0043005,GO:0043025,GO:0097060,
O75290 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
O75293 GO:0000186,GO:0000185,GO:0006915,GO:0030154,GO:0007275,GO:0006469,GO:0043065,GO:0046330,GO:1900745,GO:0051726,GO:0006950,GO:0005737,GO:0005634,
O75298 GO:0008219,GO:0065002,GO:0046324,GO:0005783,GO:0030176,GO:0030315,GO:0014802,
O75306 GO:0044237,GO:0006120,GO:0022904,GO:0006979,GO:0044281,GO:0051539,GO:0009055,GO:0046872,GO:0051287,GO:0008137,GO:0048038,GO:0005743,GO:0005747,GO:0005739,GO:0005634,
O75309 GO:0007155,GO:0007156,GO:0005509,GO:0016021,GO:0005886,
O75310 GO:0008210,GO:0006805,GO:0015020,GO:0005789,GO:0016021,
O75311 GO:0034220,GO:0055085,GO:0016934,GO:0016594,GO:0022824,GO:0030054,GO:0034707,GO:0005887,GO:0005886,GO:0045211,
O75312 GO:0061564,GO:0008283,GO:0071364,GO:0000226,GO:0007165,GO:0031369,GO:0008270,GO:0005737,GO:0005730,GO:0005634,
O75317 GO:0016579,GO:0006511,GO:0004197,GO:0004221,GO:0004843,
O75319 GO:0035335,GO:0098507,GO:0016070,GO:0006396,GO:0098519,GO:0016791,GO:0044822,GO:0004651,GO:0004725,GO:0008138,GO:0003723,GO:0016607,GO:0005634,
O75323 GO:0006754,GO:2000984,GO:0006119,GO:0005887,GO:0016020,GO:0005739,
O75324 GO:0009628,GO:0006950,GO:0016021,GO:0005741,
O75325 GO:0007155,GO:0007165,GO:0004872,GO:0016021,
O75326 GO:0007411,GO:0006955,GO:0006954,GO:0007229,GO:0045773,GO:0070374,GO:0060907,GO:0050727,GO:0004872,GO:0031225,GO:0009897,GO:0005886,
O75330 GO:0005975,GO:0030203,GO:0030214,GO:0030212,GO:0044281,GO:0005540,GO:0009986,GO:0005737,GO:0005886,
O75333 GO:0009653,GO:0006357,GO:0006351,GO:0003677,GO:0003700,GO:0005634,
O75339 GO:0043569,GO:0031012,GO:0005615,GO:0005578,
O75340 GO:0006919,GO:0001525,GO:0097190,GO:0034605,GO:0006886,GO:0051898,GO:0032007,GO:0030948,GO:0045766,GO:0010595,GO:0001938,GO:0006508,GO:0051592,GO:0036324,GO:0060090,GO:0005509,GO:0004198,GO:0048306,GO:0046983,GO:0005737,GO:0031410,GO:0005783,GO:0005789,GO:0005768,GO:0070062,GO:0031965,GO:0005634,
O75342 GO:0019369,GO:0046513,GO:0061436,GO:0051122,GO:0043651,GO:0019372,GO:0055114,GO:0010628,GO:0043410,GO:0070257,GO:0006497,GO:0044281,GO:0006665,GO:0004052,GO:0005506,GO:1990136,GO:0016702,GO:0005829,
O75343 GO:0007596,GO:0035556,GO:0005525,GO:0004383,GO:0020037,GO:0046872,GO:0005737,
O75344 GO:0043046,GO:0031047,GO:0007126,GO:0018208,GO:0034587,GO:0006457,GO:0007283,GO:0005528,GO:0051879,GO:0003755,GO:0005737,GO:0005829,GO:0016020,GO:0000795,
O75346 GO:0045892,GO:0006355,GO:0006351,GO:0003677,GO:0008270,GO:0005634,
O75347 GO:0051084,GO:0044267,GO:0007023,GO:0006457,GO:0007021,GO:0051087,GO:0044822,GO:0005737,GO:0005874,GO:0015630,GO:0005730,
O75348 GO:0006879,GO:0008286,GO:0051701,GO:0090382,GO:0015992,GO:0033572,GO:0055085,GO:0051117,GO:0016820,GO:0005829,GO:0070062,GO:0005765,GO:0005886,GO:0016471,
O75351 GO:0006200,GO:0007049,GO:0051301,GO:0016197,GO:0007032,GO:0032510,GO:0032367,GO:0061024,GO:0006813,GO:0015031,GO:0033993,GO:0019058,GO:0016032,GO:0005524,GO:0016887,GO:0042623,GO:0008022,GO:0005737,GO:0005829,GO:0005769,GO:0005768,GO:0010008,GO:0070062,GO:0005770,GO:0031902,GO:0005764,GO:0005634,GO:0005774,
O75352 GO:0006488,GO:0009312,GO:0006457,GO:0006810,GO:0005783,GO:0005789,GO:0016021,GO:0005739,
O75355 GO:0009134,GO:0009143,GO:0005524,GO:0016787,GO:0017110,GO:0017111,GO:0016021,GO:0005886,
O75356 GO:0051084,GO:0046034,GO:0016049,GO:0008283,GO:0006096,GO:0045821,GO:0006487,GO:0014066,GO:0004382,GO:0045134,GO:0005783,GO:0005576,
O75360 GO:0001568,GO:0060070,GO:0016477,GO:0007417,GO:0009953,GO:0048850,GO:0021979,GO:0043066,GO:0000122,GO:0045944,GO:0060126,GO:0003682,GO:0003700,GO:0000976,GO:0005634,GO:0005667,
O75362 GO:0045892,GO:0006355,GO:0006351,GO:0046872,GO:0003700,GO:0044212,GO:0000118,GO:0005654,
O75364 GO:0071542,GO:0002088,GO:0070306,GO:0002089,GO:0007626,GO:0030901,GO:0048666,GO:0009887,GO:0045893,GO:0006355,GO:0006351,GO:0043565,GO:0003700,GO:0005634,
O75365 GO:0035335,GO:0004727,GO:0005769,GO:0005886,
O75366 GO:0051693,GO:0060271,GO:0007010,GO:0007399,GO:0010976,GO:0003779,GO:0015629,GO:0030424,GO:0042995,GO:0005737,GO:0043005,
O75367 GO:0016568,GO:0007549,GO:0006334,GO:0003682,GO:0003677,GO:0001740,GO:0000793,GO:0000786,GO:0001739,
O75368 GO:0009967,GO:0005070,GO:0005737,GO:0005615,GO:0070062,GO:0005634,
O75373 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
O75376 GO:0002361,GO:0044255,GO:0042632,GO:0016568,GO:0032922,GO:0060318,GO:0010467,GO:0046329,GO:0014067,GO:0000122,GO:0007219,GO:0031065,GO:2000191,GO:0072362,GO:0072368,GO:0040014,GO:0044281,GO:0051225,GO:0021794,GO:0006366,GO:0006367,GO:0006351,GO:0007179,GO:0003682,GO:0042826,GO:0035033,GO:0035257,GO:0001102,GO:0043565,GO:0003700,GO:0003714,GO:0044212,GO:0005737,GO:0000790,GO:0005654,GO:0005634,GO:0005876,GO:0005667,GO:0017053,
O75379 GO:0006897,GO:0006887,GO:0043001,GO:0042996,GO:0006906,GO:0005484,GO:0000149,GO:0005768,GO:0000139,GO:0016021,GO:0005764,GO:0031201,GO:0005802,
O75380 GO:0072358,GO:0044237,GO:0006631,GO:0006120,GO:0070584,GO:0035264,GO:0010259,GO:0006936,GO:0061458,GO:0022904,GO:0044281,GO:0009055,GO:0008137,GO:0005743,GO:0005747,
O75381 GO:0034453,GO:0032091,GO:1901094,GO:0043433,GO:0045892,GO:0007031,GO:0036250,GO:0006461,GO:0051260,GO:0016558,GO:0044721,GO:0016561,GO:0048487,GO:0008017,GO:0047485,GO:0005102,GO:0003714,GO:0016021,GO:0005622,GO:0043231,GO:0005730,GO:0005634,GO:0005778,GO:0005777,GO:0043234,
O75382 GO:0007399,GO:0015031,GO:0008022,GO:0008270,GO:0005737,GO:0005769,
O75385 GO:0000045,GO:0048675,GO:0031669,GO:0021707,GO:0048671,GO:0031175,GO:0031102,GO:0010508,GO:0016239,GO:0046777,GO:0008104,GO:0006468,GO:0021933,GO:0007265,GO:0031623,GO:0010506,GO:0051386,GO:0042594,GO:0005524,GO:0032403,GO:0004674,GO:0017137,GO:0005776,GO:0005737,GO:0030659,GO:0005829,GO:0043005,GO:0043025,GO:0034045,GO:0070969,
O75386 GO:0007186,GO:0007275,GO:0045879,GO:0008277,GO:0006355,GO:0035091,GO:0005546,GO:0005737,GO:0005576,GO:0005730,GO:0005634,GO:0005886,GO:0072372,
O75387 GO:0006865,GO:0006811,GO:0015804,GO:0055085,GO:0015179,GO:0015175,GO:0005887,GO:0005886,
O75388 GO:0007186,GO:0004930,GO:0004982,GO:0005887,
O75390 GO:0005975,GO:0044262,GO:0044237,GO:0044281,GO:0006099,GO:0004108,GO:0044822,GO:0070062,GO:0005759,GO:0005739,
O75394 GO:0006412,GO:0003735,GO:0005739,GO:0005840,
O75396 GO:0006888,GO:0015031,GO:0005789,GO:0005793,GO:0033116,GO:0005794,GO:0016021,GO:0042470,
O75400 GO:0007049,GO:0051301,GO:0016477,GO:0007010,GO:0006397,GO:0008360,GO:0032465,GO:0008380,GO:0044822,GO:0005737,GO:0016363,GO:0016607,GO:0005634,
O75414 GO:0006915,GO:0006241,GO:0006183,GO:0030308,GO:0045839,GO:0006228,GO:0005524,GO:0046872,GO:0004550,GO:0005739,
O75417 GO:0006200,GO:0006281,GO:0006261,GO:0005524,GO:0008026,GO:0003684,GO:0003887,GO:0043142,GO:0005654,
O75419 GO:0006260,GO:0000076,GO:0006270,GO:0006271,GO:0000082,GO:0000278,GO:0000083,GO:0005813,GO:0005737,GO:0005654,GO:0005634,
O75420 GO:0048009,
O75425 GO:0007507,GO:0005198,GO:0016021,
O75426 GO:0016567,GO:0004842,GO:0000151,
O75427 GO:0007399,GO:0016605,
O75431 GO:0044267,GO:0006839,GO:0006626,GO:0005741,
O75436 GO:0042147,GO:0008565,GO:0005829,GO:0005768,GO:0010008,GO:0043231,GO:0031982,
O75437 GO:0000122,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
O75438 GO:0044237,GO:0006120,GO:0022904,GO:0044281,GO:0008137,GO:0016021,GO:0005743,GO:0005747,
O75439 GO:0044267,GO:0006626,GO:0046872,GO:0004222,GO:0005743,GO:0005759,
O75443 GO:0007160,GO:0007605,GO:0031225,GO:0070062,GO:0005886,GO:0005578,
O75444 GO:0048468,GO:0001816,GO:0048839,GO:0070306,GO:0000122,GO:0045944,GO:0032330,GO:0006366,GO:0043565,GO:0003700,GO:0000785,GO:0005737,GO:0005634,
O75445 GO:0035315,GO:0060113,GO:0048496,GO:0045494,GO:0050896,GO:0050953,GO:0007605,GO:0007601,GO:0005518,GO:0017022,GO:0016324,GO:0005604,GO:0005737,GO:0016021,GO:0002142,GO:0032421,GO:0060171,
O75446 GO:0000122,GO:0006355,GO:0035914,GO:0006351,GO:0003677,GO:0046872,GO:0003714,GO:0000118,
O75448 GO:0030521,GO:0010467,GO:0030518,GO:0045893,GO:0051291,GO:0006357,GO:0019827,GO:0006367,GO:0004402,GO:0030374,GO:0004872,GO:0001104,GO:0046966,GO:0003712,GO:0042809,GO:0016592,GO:0005654,GO:0005634,
O75449 GO:0031122,GO:0001578,GO:0051013,GO:0007067,GO:0051329,GO:0010977,GO:0001764,GO:0008104,GO:0005524,GO:0008017,GO:0008568,GO:0046982,GO:0030424,GO:0005813,GO:0005737,GO:0030426,GO:0005811,GO:0005874,GO:0030496,GO:0043025,GO:0005634,GO:0005886,GO:0005819,GO:0000922,
O75452 GO:0006629,GO:0009055,GO:0004745,GO:0005789,GO:0016021,GO:0043231,
O75459 GO:0006968,
O75460 GO:0006987,GO:0007050,GO:0044267,GO:0030968,GO:0070055,GO:0070059,GO:1900103,GO:0046777,GO:0006468,GO:0006355,GO:0090502,GO:0006351,GO:0005524,GO:0004521,GO:0019899,GO:0042802,GO:0000287,GO:0004674,GO:0005789,GO:0030176,GO:0005739,GO:0005637,
O75461 GO:0000122,GO:0000083,GO:0006351,GO:0003677,GO:0003700,GO:0003714,GO:0071339,GO:0005634,GO:0005667,
O75462 GO:2000672,GO:0043524,GO:0008284,GO:0042517,GO:0001657,GO:0019955,GO:0046982,GO:0004872,GO:0097058,GO:0005615,
O75467 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
O75473 GO:0007186,GO:0048839,GO:0090263,GO:0004930,GO:0004888,GO:0005794,GO:0005887,GO:0032588,
O75474 GO:0008283,GO:0007275,GO:0016055,
O75475 GO:0075713,GO:0000395,GO:0045944,GO:0006355,GO:0009408,GO:0006979,GO:0006351,GO:0016032,GO:0033613,GO:0003682,GO:0044822,GO:0001105,GO:0097100,GO:0005829,GO:0005720,GO:0034399,GO:0005654,GO:0005634,GO:0035327,
O75477 GO:0030433,GO:0005783,GO:0005789,GO:0016021,GO:0043234,
O75478 GO:0006325,GO:0043966,GO:0007067,GO:0031063,GO:0001932,GO:0031647,GO:0090043,GO:0006366,GO:0003682,GO:0003677,GO:0003700,GO:0003712,GO:0008270,GO:0005671,GO:0005694,GO:0072686,GO:0005634,GO:0000125,
O75486 GO:0006325,GO:0016578,GO:0043966,GO:0045893,GO:0006357,GO:0006355,GO:0006366,GO:0003713,GO:0005737,GO:0005634,GO:0030914,GO:0033276,
O75487 GO:0009653,GO:0005975,GO:0008283,GO:0030204,GO:0006024,GO:0006027,GO:0030203,GO:0007603,GO:0001523,GO:0044281,GO:0031225,GO:0009897,GO:0005615,GO:0070062,GO:0005796,GO:0005887,GO:0043202,GO:0005886,GO:0005578,
O75489 GO:0044237,GO:0006120,GO:0030308,GO:2001243,GO:0072593,GO:0022904,GO:0044281,GO:0021762,GO:0009055,GO:0008137,GO:0003954,GO:0005743,GO:0031966,GO:0005747,GO:0005739,GO:0005634,
O75496 GO:0000278,GO:0045786,GO:0008156,GO:0045892,GO:0009887,GO:0006461,GO:0042826,GO:0003714,GO:0005737,GO:0005829,GO:0005654,GO:0005634,
O75503 GO:0007420,GO:0008219,GO:0070085,GO:0007042,GO:0022008,GO:0042551,GO:0030163,GO:0006465,GO:0007601,GO:0005537,GO:0005783,GO:0005794,GO:0016021,GO:0005765,GO:0005764,GO:0048471,GO:0005775,
O75506 GO:0006936,GO:0000122,GO:0003714,GO:0005856,GO:0005634,
O75508 GO:0008366,GO:0016338,GO:0007283,GO:0042802,GO:0005198,GO:0016021,GO:0005886,GO:0005923,
O75509 GO:0002250,GO:0006915,GO:0001783,GO:0044255,GO:0071356,GO:0006959,GO:0042552,GO:0030889,GO:2001180,GO:2000666,GO:2000663,GO:0031642,GO:0042130,GO:0051402,GO:0097252,GO:0048713,GO:0044281,GO:0050852,GO:0030424,GO:0005887,GO:0031226,GO:0005886,
O75512 GO:0009653,GO:0048706,GO:0007281,GO:0001843,GO:0033599,GO:0006357,GO:0006366,GO:0003677,GO:0046872,GO:0005737,GO:0005576,GO:0005634,GO:0005667,
O75514 GO:0048708,GO:0008283,GO:0006897,GO:0012502,GO:0060988,GO:0042692,GO:0045807,GO:0043547,GO:0071156,GO:0010468,GO:0045664,GO:0016032,GO:0042802,GO:0048156,GO:0015629,GO:0030424,GO:0043679,GO:0044300,GO:0005737,GO:0060987,GO:0005634,GO:0008021,GO:0043196,
O75525 GO:0006355,GO:0007283,GO:0006351,GO:0044822,GO:0003723,GO:0005634,
O75528 GO:0006325,GO:0043966,GO:0030520,GO:0007067,GO:0010628,GO:0045893,GO:0031063,GO:0001932,GO:0031647,GO:0006357,GO:0090043,GO:0006351,GO:0016922,GO:0030374,GO:0019904,GO:0003700,GO:0003713,GO:0005671,GO:0005622,GO:0072686,GO:0005634,GO:0030914,GO:0033276,
O75529 GO:0006325,GO:0043966,GO:0006366,GO:0003700,GO:0003713,GO:0030914,GO:0033276,
O75530 GO:0045892,GO:0061087,GO:0006349,GO:0006351,GO:0003682,GO:0042054,GO:0042802,GO:0005737,GO:0035098,GO:0005654,GO:0005634,GO:0045120,GO:0001739,
O75531 GO:0015074,GO:0075713,GO:0000278,GO:0007077,GO:0007084,GO:0009615,GO:0016032,GO:0003677,GO:0005694,GO:0005829,GO:0005654,
O75533 GO:0009952,GO:0010467,GO:0000398,GO:0008380,GO:0000375,GO:0003682,GO:0044822,GO:0071013,GO:0043231,GO:0016607,GO:0005654,GO:0005634,GO:0005681,GO:0005689,
O75541 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
O75554 GO:0045292,GO:0003676,GO:0070064,GO:0008270,GO:0016607,GO:0005634,GO:0005886,GO:0005681,
O75556 GO:0030521,GO:0046982,GO:0005496,GO:0005615,
O75558 GO:0043316,GO:0006886,GO:0061025,GO:0043320,GO:0043312,GO:0005484,GO:0005794,GO:0016020,
O75563 GO:0042113,GO:0008285,GO:0009967,GO:0006461,GO:0007165,GO:0005070,GO:0005737,GO:0005829,GO:0005634,GO:0005886,
O75569 GO:0034599,GO:0010467,GO:0006955,GO:0042474,GO:0008285,GO:0042473,GO:0043085,GO:2001244,GO:0030422,GO:0006468,GO:0009615,GO:0048705,GO:0008047,GO:0044822,GO:0042803,GO:0005737,GO:0005829,GO:0048471,
O75570 GO:0006449,GO:0003747,GO:0016149,GO:0005739,
O75575 GO:0007340,GO:0051607,GO:0045087,GO:0007218,GO:0006383,GO:0001635,GO:0004948,GO:0003899,GO:0000166,GO:0001669,GO:0009360,GO:0005634,GO:0005886,
O75578 GO:0007411,GO:0007596,GO:0007160,GO:0030198,GO:0007229,GO:0005518,GO:0046872,GO:0008305,GO:0005886,
O75581 GO:0009952,GO:0090245,GO:0060349,GO:0046849,GO:0060444,GO:0060070,GO:0061310,GO:0044335,GO:0061324,GO:0044340,GO:0042074,GO:0016337,GO:0071397,GO:0021587,GO:0021795,GO:0021987,GO:0060026,GO:0071542,GO:0048596,GO:0042733,GO:0035115,GO:0035116,GO:0030326,GO:0009880,GO:0060059,GO:0035261,GO:0060325,GO:0021861,GO:0021943,GO:0001702,GO:0001947,GO:0060596,GO:0030901,GO:0030917,GO:0050680,GO:0045599,GO:2000151,GO:2000162,GO:2000168,GO:2000164,GO:2000166,GO:2000149,GO:0006469,GO:0001933,GO:0071901,GO:0034392,GO:0014033,GO:0014029,GO:0001843,GO:0042475,GO:0060021,GO:0003344,GO:0043065,GO:0045780,GO:0090263,GO:0045787,GO:0007204,GO:0002053,GO:0045778,GO:0051091,GO:0045944,GO:0045893,GO:2000055,GO:0036342,GO:0090009,GO:0090118,GO:0060284,GO:0045598,GO:0030278,GO:0051593,GO:0043434,GO:0007268,GO:0021794,GO:1901998,GO:0060535,GO:0016055,GO:0044332,GO:0021874,GO:0090244,GO:0034185,GO:0071936,GO:0005109,GO:0019210,GO:0005041,GO:0042803,GO:0005102,GO:0019534,GO:0042813,GO:0017147,GO:0009986,GO:0031410,GO:0005769,GO:0005783,GO:0016021,GO:0043025,GO:0005886,GO:0043235,GO:0045202,
